id,title,workstream,role,milestone,priority,state,review_tier,outcome,acceptance,negative_control,depends_on,proposed_owned_paths,proposed_integration_hooks,existing_packets_to_reconcile
VG-STORY-002,Author one combat room chunk,STORY,Level designer / narrative designer,G2,P1,DRAFT,B,"Build one approved room with sightlines, retreat and collision metadata","Room runs with the reference pack without invalid spawn or blocked exit ; The changed behavior is exercised through the named production boundary, or explicitly classified as a contract/artifact-only task. ; Independent review checks the negative control and current integration applicability.",A decorative chokepoint cannot become an unavoidable kill trap,VG-GOV-001 ; VG-WORLD-002 ; VG-ART-004 ; VG-GOV-007,native/content/campaign/author-one-combat-room-chunk.md,native/content ; native/client/main.cpp,
VG-STORY-003,Author one optional branch payoff,STORY,Level designer / narrative designer,G3,P1,DRAFT,B,Define one optional encounter and durable reward-access consequence,"Taking or skipping the branch produces a documented difference ; The changed behavior is exercised through the named production boundary, or explicitly classified as a contract/artifact-only task. ; Independent review checks the negative control and current integration applicability.",The branch cannot become mandatory without the campaign graph declaring it,VG-GOV-001 ; VG-STORY-002 ; VG-HOUSE-002 ; VG-WORLD-005,native/content/campaign/author-one-optional-branch-payoff.md,native/content ; native/client/main.cpp,
VG-STORY-004,Integrate one hub service interaction,STORY,Level designer / narrative designer,G2,P1,DRAFT,B,Connect an approved NPC/service prompt to House preparation,"Real input opens the correct service and returns focus to gameplay ; The changed behavior is exercised through the named production boundary, or explicitly classified as a contract/artifact-only task. ; Independent review checks the negative control and current integration applicability.",A dialogue shell with no service command does not count,VG-GOV-001 ; VG-GOV-004 ; VG-UI-006 ; VG-HOUSE-002,native/content/campaign/integrate-one-hub-service-interaction.md,native/content ; native/client/main.cpp,TASK-0177 ; TASK-0190
VG-STORY-005,Persist one House campaign edge,STORY,Level designer / narrative designer,G2,P1,DRAFT,B,Store the completion/unlock of one route edge at House scope,"A successor retains that edge without replaying the mandatory node ; The changed behavior is exercised through the named production boundary, or explicitly classified as a contract/artifact-only task. ; Independent review checks the negative control and current integration applicability.",Scion replacement cannot reset the House campaign graph,VG-GOV-001 ; VG-SAVE-004 ; VG-WORLD-005,native/content/campaign/persist-one-house-campaign-edge.md,native/content ; native/client/main.cpp,
VG-STORY-006,Add successor catch-up choice,STORY,Level designer / narrative designer,G3,P1,DRAFT,B,Implement one approved leveling or preparation alternative,"A new Scion has a meaningful route that uses prior House knowledge ; The changed behavior is exercised through the named production boundary, or explicitly classified as a contract/artifact-only task. ; Independent review checks the negative control and current integration applicability.",Catch-up cannot grant another character's complete equipped build for free,VG-GOV-001 ; VG-HOUSE-006 ; VG-STORY-005 ; VG-GOV-007,native/content/campaign/add-successor-catch-up-choice.md,native/content ; native/client/main.cpp,
VG-STORY-007,Assemble the first expedition route,STORY,Level designer / narrative designer,G3,P1,DRAFT,B,"Connect approved rooms, objective, boss and return into one route","Fresh-profile native journey completes without developer grants ; The changed behavior is exercised through the named production boundary, or explicitly classified as a contract/artifact-only task. ; Independent review checks the negative control and current integration applicability.",A menu shortcut cannot bypass unimplemented traversal or rewards,VG-GOV-001 ; VG-STORY-001 ; VG-STORY-002 ; VG-ENEMY-007 ; VG-WORLD-007 ; VG-STORY-004,native/content/campaign/assemble-the-first-expedition-route.md,native/content ; native/client/main.cpp,TASK-0203 ; TASK-0205
VG-STORY-008,Instantiate the second-biome content lot,STORY,Level designer / narrative designer,G4,P2,DRAFT,B,Create scoped child packets from the approved content manifest,"Every room, enemy, audio and art asset has an individual integration gate ; The changed behavior is exercised through the named production boundary, or explicitly classified as a contract/artifact-only task. ; Independent review checks the negative control and current integration applicability.",A biome epic cannot be marked finished by creating its folders or tasks,VG-GOV-001 ; VG-QA-006 ; VG-TOOLS-005 ; VG-GOV-007,native/content/campaign/instantiate-the-second-biome-content-lot.md,native/content ; native/client/main.cpp,
VG-END-001,Define one repeatable expedition contract,END,Endgame designer / systems engineer,G2,P1,DRAFT,B,"Specify selectable target, risk modifier, reward pool and exit rule","Contract gives a concrete reason to run again beyond a larger level number ; The changed behavior is exercised through the named production boundary, or explicitly classified as a contract/artifact-only task. ; Independent review checks the negative control and current integration applicability.",Unbounded difficulty and reward scaling are excluded from the initial contract,VG-GOV-001 ; VG-GOV-007 ; VG-WORLD-005,native/systems/expeditions/define-one-repeatable-expedition-contract.hpp ; native/tests/roadmap/end-001_contract_test.cpp,native/content ; native/src/core.cpp,
VG-END-002,Implement one risk-reward modifier,END,Endgame designer / systems engineer,G4,P2,DRAFT,B,Apply an approved threat change and explicit reward consequence,"The modifier changes encounter decisions and reports its reward adjustment ; The changed behavior is exercised through the named production boundary, or explicitly classified as a contract/artifact-only task. ; Independent review checks the negative control and current integration applicability.",More enemy life alone does not satisfy the interaction requirement,VG-GOV-001 ; VG-END-001 ; VG-ENEMY-006 ; VG-ITEM-003,native/systems/expeditions/implement-one-risk-reward-modifier.hpp ; native/tests/roadmap/end-002_contract_test.cpp,native/content ; native/src/core.cpp,
VG-END-003,Add target-family reward weighting,END,Endgame designer / systems engineer,G4,P2,DRAFT,B,Expose a bounded targeted item/material objective in the drop generator,"Seeded samples show the documented conditional distribution ; The changed behavior is exercised through the named production boundary, or explicitly classified as a contract/artifact-only task. ; Independent review checks the negative control and current integration applicability.",Targeting cannot guarantee unrestricted best-in-slot outcomes,VG-GOV-001 ; VG-END-001 ; VG-ITEM-008,native/systems/expeditions/add-target-family-reward-weighting.hpp ; native/tests/roadmap/end-003_contract_test.cpp,native/content ; native/src/core.cpp,
VG-END-004,Unlock one endgame specialization choice,END,Endgame designer / systems engineer,G4,P2,DRAFT,B,Spend a House resource on one reversible or explicitly irreversible route modifier,"The choice changes eligible expedition content and survives restart ; The changed behavior is exercised through the named production boundary, or explicitly classified as a contract/artifact-only task. ; Independent review checks the negative control and current integration applicability.",Respec cannot duplicate rewards or refund more than was spent,VG-GOV-001 ; VG-END-002 ; VG-HOUSE-002 ; VG-SAVE-004,native/systems/expeditions/unlock-one-endgame-specialization-choice.hpp ; native/tests/roadmap/end-004_contract_test.cpp,native/content ; native/src/core.cpp,
VG-END-005,Implement one relic-hunt chain,END,Endgame designer / systems engineer,G4,P2,DRAFT,B,"Link a disclosed clue, encounter and recovery reward","Chain completion updates the unique recovery claim exactly once ; The changed behavior is exercised through the named production boundary, or explicitly classified as a contract/artifact-only task. ; Independent review checks the negative control and current integration applicability.",Abandon/retry cannot surface the same item in two expeditions,VG-GOV-001 ; VG-HOUSE-005 ; VG-END-003,native/systems/expeditions/implement-one-relic-hunt-chain.hpp ; native/tests/roadmap/end-005_contract_test.cpp,native/content ; native/src/core.cpp,
VG-END-006,Attach one optional mechanic module,END,Endgame designer / systems engineer,G4,P2,DRAFT,B,Reuse the seasonal boundary for one opt-in risk/reward demonstration,"Module observes events, owns bounded state and detaches cleanly ; The changed behavior is exercised through the named production boundary, or explicitly classified as a contract/artifact-only task. ; Independent review checks the negative control and current integration applicability.",Removing the module leaves base combat and extraction semantics intact,VG-GOV-001 ; VG-CORE-006 ; VG-END-002 ; VG-TOOLS-002,native/systems/expeditions/attach-one-optional-mechanic-module.hpp ; native/tests/roadmap/end-006_contract_test.cpp,native/content ; native/src/core.cpp,
VG-END-007,Simulate endgame sources and sinks,END,Endgame designer / systems engineer,G4,P2,DRAFT,B,Model one approved expedition/crafting cycle over a seed cohort,"Report material supply, craft consumption and runaway wealth conditions ; The changed behavior is exercised through the named production boundary, or explicitly classified as a contract/artifact-only task. ; Independent review checks the negative control and current integration applicability.",An average positive loop is not dismissed when exploit replay compounds it,VG-GOV-001 ; VG-END-003 ; VG-FORGE-008,native/systems/expeditions/simulate-endgame-sources-and-sinks.hpp ; native/tests/roadmap/end-007_contract_test.cpp,native/content ; native/src/core.cpp,
VG-END-008,Accept one repeatable endgame session,END,Endgame designer / systems engineer,G4,P2,DRAFT,B,"Playtest target selection, modifier, reward and follow-on decision","Players can explain the next goal after two distinct runs ; The changed behavior is exercised through the named production boundary, or explicitly classified as a contract/artifact-only task. ; Independent review checks the negative control and current integration applicability.",Repeating the same corridor with inflated health does not pass,VG-GOV-001 ; VG-END-004 ; VG-END-005 ; VG-END-006 ; VG-END-007 ; VG-QA-004,native/systems/expeditions/accept-one-repeatable-endgame-session.hpp ; native/tests/roadmap/end-008_contract_test.cpp,native/content ; native/src/core.cpp,
VG-GPU-001,Build an isolated cross-platform GPU sample,GPU,Rendering engineer,G1,P0,DRAFT,B,Create the approved backend experiment outside the production core,"Window, textured quad and clean shutdown run on Windows and macOS ; The changed behavior is exercised through the named production boundary, or explicitly classified as a contract/artifact-only task. ; Independent review checks the negative control and current integration applicability.",A Windows-only proof cannot settle the cross-platform decision,VG-GOV-001 ; VG-GOV-005,native/renderer/gpu/build-an-isolated-cross-platform-gpu-sample.hpp ; native/tests/roadmap/gpu-001_contract_test.cpp,native/CMakeLists.txt ; native/client/main.cpp,
VG-GPU-002,Preserve semantic render commands,GPU,Rendering engineer,G2,P1,DRAFT,B,Adapt one recorded draw class to a backend-neutral render packet,"Existing headless semantics remain deterministic without GPU state ; The changed behavior is exercised through the named production boundary, or explicitly classified as a contract/artifact-only task. ; Independent review checks the negative control and current integration applicability.",Backend resources cannot enter an authoritative snapshot,VG-GOV-001 ; VG-GPU-001 ; VG-CORE-006,native/client/render_list.hpp ; native/tests/roadmap/gpu-002_contract_test.cpp,native/CMakeLists.txt ; native/client/main.cpp,
VG-GPU-003,Cook shaders and resource bindings,GPU,Rendering engineer,G2,P1,DRAFT,B,Produce a versioned shader artifact for each selected backend,"Clean builds compile/load matching shaders without runtime source paths ; The changed behavior is exercised through the named production boundary, or explicitly classified as a contract/artifact-only task. ; Independent review checks the negative control and current integration applicability.",Wrong backend or stale layout fails explicitly rather than rendering silently,VG-GOV-001 ; VG-GPU-001 ; VG-TOOLS-002,native/renderer/gpu/cook-shaders-and-resource-bindings.hpp ; native/tests/roadmap/gpu-003_contract_test.cpp,native/CMakeLists.txt ; native/client/main.cpp,
VG-GPU-004,Render the native reference scene,GPU,Rendering engineer,G2,P1,DRAFT,B,"Draw actors, world, effects and HUD through the GPU presentation bridge","Packaged scene displays the approved composition on both platforms ; The changed behavior is exercised through the named production boundary, or explicitly classified as a contract/artifact-only task. ; Independent review checks the negative control and current integration applicability.",A standalone GPU demo disconnected from session events cannot pass,VG-GOV-001 ; VG-GPU-002 ; VG-GPU-003 ; VG-ART-001,native/renderer/gpu/render-the-native-reference-scene.hpp ; native/tests/roadmap/gpu-004_contract_test.cpp,native/CMakeLists.txt ; native/client/main.cpp,
VG-GPU-005,Implement grounding and occlusion,GPU,Rendering engineer,G2,P1,DRAFT,B,Add one depth/height and contact-shadow policy for actors and scenery,"Actor feet, walls and scenery sort consistently through movement ; The changed behavior is exercised through the named production boundary, or explicitly classified as a contract/artifact-only task. ; Independent review checks the negative control and current integration applicability.",A foreground wall cannot hide mandatory threat telegraphs completely,VG-GOV-001 ; VG-GPU-004 ; VG-WORLD-001,native/renderer/gpu/implement-grounding-and-occlusion.hpp ; native/tests/roadmap/gpu-005_contract_test.cpp,native/CMakeLists.txt ; native/client/main.cpp,
VG-GPU-006,Add one dynamic material-light interaction,GPU,Rendering engineer,G3,P1,DRAFT,B,Implement one approved normal/emissive or 3D material effect,"A moving light visibly affects the reference material without erasing contrast ; The changed behavior is exercised through the named production boundary, or explicitly classified as a contract/artifact-only task. ; Independent review checks the negative control and current integration applicability.",Overbright additive effects cannot conceal damage zones,VG-GOV-001 ; VG-GPU-005 ; VG-ART-002,native/renderer/gpu/add-one-dynamic-material-light-interaction.hpp ; native/tests/roadmap/gpu-006_contract_test.cpp,native/CMakeLists.txt ; native/client/main.cpp,
VG-GPU-007,Capture actual rendered output,GPU,Rendering engineer,G2,P1,DRAFT,B,Add deterministic scene setup and backend-specific image readback,"Captures include build/content/platform provenance and usable image files ; The changed behavior is exercised through the named production boundary, or explicitly classified as a contract/artifact-only task. ; Independent review checks the negative control and current integration applicability.",A semantic draw log is never substituted for pixel evidence,VG-GOV-001 ; VG-GPU-004 ; VG-QA-002,native/renderer/gpu/capture-actual-rendered-output.hpp ; native/tests/roadmap/gpu-007_contract_test.cpp,native/CMakeLists.txt ; native/client/main.cpp,
VG-GPU-008,Recover renderer resource loss,GPU,Rendering engineer,G3,P1,DRAFT,B,"Handle resize, scale change and backend recreation for the selected APIs","Repeated recreation preserves resources and displays visible errors on failure ; The changed behavior is exercised through the named production boundary, or explicitly classified as a contract/artifact-only task. ; Independent review checks the negative control and current integration applicability.",Minimize/restore cannot leak textures indefinitely or crash,VG-GOV-001 ; VG-GPU-004 ; VG-PERF-004,native/renderer/gpu/recover-renderer-resource-loss.hpp ; native/tests/roadmap/gpu-008_contract_test.cpp,native/CMakeLists.txt ; native/client/main.cpp,
VG-ART-001,Approve one visual target sheet,ART,Art director / technical artist,G1,P0,DRAFT,B,"Establish camera, adult proportions, material palette and contrast hierarchy","Owner and art reviewer approve a named in-game composition target ; The changed behavior is exercised through the named production boundary, or explicitly classified as a contract/artifact-only task. ; Independent review checks the negative control and current integration applicability.",External concept images alone cannot count as in-game fidelity,VG-GOV-001 ; VG-GOV-003 ; VG-GOV-005 ; VG-GOV-007,native/client/assets/production/approve-one-visual-target-sheet.md,native/client/assets ; native/client/main.cpp,TASK-0206
VG-ART-002,Create one production material family,ART,Art director / technical artist,G2,P1,DRAFT,B,Deliver source and cooked maps for the reference bronze/stone family,"Scale, lighting response and provenance match the asset specification ; The changed behavior is exercised through the named production boundary, or explicitly classified as a contract/artifact-only task. ; Independent review checks the negative control and current integration applicability.",Placeholder color fills do not pass as finished materials,VG-GOV-001 ; VG-ART-001 ; VG-TOOLS-003,native/client/assets/production/create-one-production-material-family.md,native/client/assets ; native/client/main.cpp,
VG-ART-003,Produce one complete attack animation,ART,Art director / technical artist,G2,P1,DRAFT,B,"Deliver windup, active, recovery and cancel poses for one approved action","Poses align to simulation phase markers and remain readable at game scale ; The changed behavior is exercised through the named production boundary, or explicitly classified as a contract/artifact-only task. ; Independent review checks the negative control and current integration applicability.",Frame count alone cannot approve weight or timing,VG-GOV-001 ; VG-ART-001 ; VG-ACT-001 ; VG-TOOLS-003,native/client/assets/production/produce-one-complete-attack-animation.md,native/client/assets ; native/client/main.cpp,TASK-0173 ; TASK-0186 ; TASK-0187
VG-ART-004,Produce one environment kit chunk,ART,Art director / technical artist,G2,P1,DRAFT,B,"Deliver one room/terrain kit with pivots, collision proxies and source files","Parts assemble without seams, scale drift or missing references ; The changed behavior is exercised through the named production boundary, or explicitly classified as a contract/artifact-only task. ; Independent review checks the negative control and current integration applicability.",Collision may not be baked only into an artist's local scene,VG-GOV-001 ; VG-ART-001 ; VG-TOOLS-003,native/client/assets/production/produce-one-environment-kit-chunk.md,native/client/assets ; native/client/main.cpp,
VG-ART-005,Show one equipped item on the actor,ART,Art director / technical artist,G3,P1,DRAFT,B,Bind one weapon/armor appearance to authoritative equipment identity,"Equip/unequip changes the correct actor layer or attachment in real play ; The changed behavior is exercised through the named production boundary, or explicitly classified as a contract/artifact-only task. ; Independent review checks the negative control and current integration applicability.",A paper-doll icon alone does not satisfy world appearance,VG-GOV-001 ; VG-ART-003 ; VG-ITEM-004 ; VG-GPU-004,native/client/assets/production/show-one-equipped-item-on-the-actor.md,native/client/assets ; native/client/main.cpp,
VG-ART-006,Create one coherent spell VFX family,ART,Art director / technical artist,G3,P1,DRAFT,B,"Deliver cast, travel, impact and cancellation effects for the reference weave","Effects share identity, fit budgets and preserve enemy-warning visibility ; The changed behavior is exercised through the named production boundary, or explicitly classified as a contract/artifact-only task. ; Independent review checks the negative control and current integration applicability.",A large screen-filling effect cannot pass on spectacle alone,VG-GOV-001 ; VG-BUILD-006 ; VG-ART-001 ; VG-GPU-006,native/client/assets/production/create-one-coherent-spell-vfx-family.md,native/client/assets ; native/client/main.cpp,
VG-ART-007,Finish one mixed-pack silhouette review,ART,Art director / technical artist,G3,P1,DRAFT,B,Review reference enemies at normal camera distance with low-color evidence,"Each role remains identifiable by silhouette, motion or shape cues ; The changed behavior is exercised through the named production boundary, or explicitly classified as a contract/artifact-only task. ; Independent review checks the negative control and current integration applicability.",Color alone cannot distinguish critical enemy roles,VG-GOV-001 ; VG-ENEMY-005 ; VG-ART-003 ; VG-GPU-004,native/client/assets/production/finish-one-mixed-pack-silhouette-review.md,native/client/assets ; native/client/main.cpp,
VG-ART-008,Approve one in-game fidelity capture set,ART,Art director / technical artist,G3,P1,DRAFT,B,"Compare ordinary-play captures with the approved target, scoring weaknesses","Lighting, actors, materials, VFX and UI each receive an explicit verdict ; The changed behavior is exercised through the named production boundary, or explicitly classified as a contract/artifact-only task. ; Independent review checks the negative control and current integration applicability.",Off-path beauty shots cannot substitute for the playable route,VG-GOV-001 ; VG-ART-004 ; VG-ART-005 ; VG-ART-006 ; VG-ART-007 ; VG-GPU-007 ; VG-UI-007,native/client/assets/production/approve-one-in-game-fidelity-capture-set.md,native/client/assets ; native/client/main.cpp,
VG-UI-001,Integrate one pane ownership model,UI,UI engineer / UX designer,G1,P0,DRAFT,B,Adopt current pane/focus foundations in the native shell,"Open, close, stack and Escape behavior are deterministic through real input ; The changed behavior is exercised through the named production boundary, or explicitly classified as a contract/artifact-only task. ; Independent review checks the negative control and current integration applicability.",A pane-model unit test alone does not prove native integration,VG-GOV-001 ; VG-GOV-004,native/client/main.cpp ; native/tests/roadmap/ui-001_contract_test.cpp,native/client/main.cpp,TASK-0158 ; TASK-0170
VG-UI-002,Integrate spatial inventory moves,UI,UI engineer / UX designer,G2,P1,DRAFT,B,Connect grid drag and placement preview to authoritative move requests,"Valid placement works and invalid placement returns the unchanged item ; The changed behavior is exercised through the named production boundary, or explicitly classified as a contract/artifact-only task. ; Independent review checks the negative control and current integration applicability.","Failed drag cannot lose, duplicate or equip an item silently",VG-GOV-001 ; VG-UI-001 ; VG-ITEM-004,native/client/ui/integrate-spatial-inventory-moves.hpp ; native/tests/roadmap/ui-002_contract_test.cpp,native/client/main.cpp,TASK-0171 ; TASK-0184
VG-UI-003,Integrate equipment and comparison,UI,UI engineer / UX designer,G2,P1,DRAFT,B,"Connect paper doll, equip action and comparison tooltip to live data","Tooltip and actor stats update from the acknowledged equip result ; The changed behavior is exercised through the named production boundary, or explicitly classified as a contract/artifact-only task. ; Independent review checks the negative control and current integration applicability.",Optimistic UI state cannot pretend a rejected equip succeeded,VG-GOV-001 ; VG-UI-002 ; VG-ITEM-004,native/client/ui/integrate-equipment-and-comparison.hpp ; native/tests/roadmap/ui-003_contract_test.cpp,native/client/main.cpp,TASK-0172 ; TASK-0184
VG-UI-004,Add readable stat explanations,UI,UI engineer / UX designer,G2,P1,DRAFT,B,Show one expandable stat source breakdown and inactive-effect label,"Player can distinguish base, gear, passive and conditional contributions ; The changed behavior is exercised through the named production boundary, or explicitly classified as a contract/artifact-only task. ; Independent review checks the negative control and current integration applicability.",Dormant values cannot be included as active damage,VG-GOV-001 ; VG-UI-001 ; VG-STAT-002,native/client/ui/add-readable-stat-explanations.hpp ; native/tests/roadmap/ui-004_contract_test.cpp,native/client/main.cpp,
VG-UI-005,Implement map and route explanation,UI,UI engineer / UX designer,G3,P1,DRAFT,B,"Integrate side map, overlay and a route card with return/risk facts","Zoom, placement and opacity work without changing world semantics ; The changed behavior is exercised through the named production boundary, or explicitly classified as a contract/artifact-only task. ; Independent review checks the negative control and current integration applicability.",Map settings cannot reveal server-hidden targets unintentionally,VG-GOV-001 ; VG-WORLD-005 ; VG-UI-001 ; VG-GPU-004,native/client/ui/implement-map-and-route-explanation.hpp ; native/tests/roadmap/ui-005_contract_test.cpp,native/client/main.cpp,
VG-UI-006,Integrate Chronicles and service navigation,UI,UI engineer / UX designer,G2,P1,DRAFT,B,"Connect House/Scion selection, service panes and error feedback","Keyboard/mouse flow creates, selects and prepares the authoritative character ; The changed behavior is exercised through the named production boundary, or explicitly classified as a contract/artifact-only task. ; Independent review checks the negative control and current integration applicability.",Local widget state cannot grant a House or select a dead Scion,VG-GOV-001 ; VG-UI-001 ; VG-CORE-004,native/client/ui/integrate-chronicles-and-service-navigation.hpp ; native/tests/roadmap/ui-006_contract_test.cpp,native/client/main.cpp,
VG-UI-007,Validate scalable UI and non-color cues,UI,UI engineer / UX designer,G3,P1,DRAFT,B,"Test the slice at approved resolutions, DPI and accessible contrast settings","Text and tooltips fit; danger has shape or sound cues; controls remain usable ; The changed behavior is exercised through the named production boundary, or explicitly classified as a contract/artifact-only task. ; Independent review checks the negative control and current integration applicability.",Shrinking fonts below the agreed minimum does not solve overflow,VG-GOV-001 ; VG-UI-003 ; VG-UI-005 ; VG-UI-006 ; VG-GPU-004,native/client/ui/validate-scalable-ui-and-non-color-cues.hpp ; native/tests/roadmap/ui-007_contract_test.cpp,native/client/main.cpp,
VG-UI-008,Complete one controller interaction path,UI,UI engineer / UX designer,G4,P2,DRAFT,B,"Map movement, targeting and inventory focus for one supported controller","The full reference loop works with controller hotplug and clear glyphs ; The changed behavior is exercised through the named production boundary, or explicitly classified as a contract/artifact-only task. ; Independent review checks the negative control and current integration applicability.",Mouse emulation alone does not count as controller UX acceptance,VG-GOV-001 ; VG-MOVE-006 ; VG-UI-007 ; VG-GOV-007,native/client/ui/complete-one-controller-interaction-path.hpp ; native/tests/roadmap/ui-008_contract_test.cpp,native/client/main.cpp,
VG-SOUND-001,Choose and test one audio device adapter,SOUND,Audio engineer / sound designer,G1,P0,DRAFT,B,Implement the approved output backend behind the existing scheduler,"A packaged generated test tone plays and shuts down on both platforms ; The changed behavior is exercised through the named production boundary, or explicitly classified as a contract/artifact-only task. ; Independent review checks the negative control and current integration applicability.",A scheduled cue without audible output does not pass,VG-GOV-001 ; VG-GOV-005,native/audio/runtime/choose-and-test-one-audio-device-adapter.hpp ; native/tests/roadmap/sound-001_contract_test.cpp,native/CMakeLists.txt ; native/client/main.cpp,TASK-0157
VG-SOUND-002,Package one legal sound family,SOUND,Audio engineer / sound designer,G2,P1,DRAFT,B,"Add licensed/source-traceable swing, impact and warning assets","Manifest and cooked bank contain the approved variants and metadata ; The changed behavior is exercised through the named production boundary, or explicitly classified as a contract/artifact-only task. ; Independent review checks the negative control and current integration applicability.",Missing provenance blocks shipping even when playback works,VG-GOV-001 ; VG-SOUND-001 ; VG-TOOLS-003 ; VG-GOV-007,native/audio/runtime/package-one-legal-sound-family.hpp ; native/tests/roadmap/sound-002_contract_test.cpp,native/CMakeLists.txt ; native/client/main.cpp,
VG-SOUND-003,Map authoritative combat beats to sound,SOUND,Audio engineer / sound designer,G2,P1,DRAFT,B,"Connect attack, impact, warning and death events to actual playback","An ordinary fight emits the intended cues with no duplicated event playback ; The changed behavior is exercised through the named production boundary, or explicitly classified as a contract/artifact-only task. ; Independent review checks the negative control and current integration applicability.",Replaying the same event ID cannot double-play an impact,VG-GOV-001 ; VG-SOUND-002 ; VG-CORE-006,native/audio/runtime/map-authoritative-combat-beats-to-sound.hpp ; native/tests/roadmap/sound-003_contract_test.cpp,native/CMakeLists.txt ; native/client/main.cpp,TASK-0204
VG-SOUND-004,Enforce voice limits and priorities,SOUND,Audio engineer / sound designer,G2,P1,DRAFT,B,Bound voices and reserve priority for danger-critical warnings,"Dense encounter test keeps warnings audible within the declared voice budget ; The changed behavior is exercised through the named production boundary, or explicitly classified as a contract/artifact-only task. ; Independent review checks the negative control and current integration applicability.",Low-priority cosmetic sounds cannot starve critical cues,VG-GOV-001 ; VG-SOUND-003 ; VG-PERF-002,native/audio/runtime/enforce-voice-limits-and-priorities.hpp ; native/tests/roadmap/sound-004_contract_test.cpp,native/CMakeLists.txt ; native/client/main.cpp,
VG-SOUND-005,Add one environment ambience layer,SOUND,Audio engineer / sound designer,G3,P1,DRAFT,B,Integrate region ambience with spatial/zone transition rules,"Enter/exit and crossfade have no clicks, runaway loops or missing assets ; The changed behavior is exercised through the named production boundary, or explicitly classified as a contract/artifact-only task. ; Independent review checks the negative control and current integration applicability.",Rapid zone reentry cannot accumulate additional ambient loops,VG-GOV-001 ; VG-SOUND-001 ; VG-WORLD-007,native/audio/runtime/add-one-environment-ambience-layer.hpp ; native/tests/roadmap/sound-005_contract_test.cpp,native/CMakeLists.txt ; native/client/main.cpp,
VG-SOUND-006,Persist audio accessibility controls,SOUND,Audio engineer / sound designer,G2,P1,DRAFT,B,Save master/category volumes and relevant cue options,"Relaunch preserves controls and zero-volume categories remain silent ; The changed behavior is exercised through the named production boundary, or explicitly classified as a contract/artifact-only task. ; Independent review checks the negative control and current integration applicability.",A critical-setting change cannot reset unrelated user preferences,VG-GOV-001 ; VG-SOUND-003 ; VG-SHIP-001 ; VG-UI-001,native/audio/runtime/persist-audio-accessibility-controls.hpp ; native/tests/roadmap/sound-006_contract_test.cpp,native/CMakeLists.txt ; native/client/main.cpp,
VG-SOUND-007,Score one dense-combat mix,SOUND,Audio engineer / sound designer,G3,P1,DRAFT,B,Capture and review a repeatable mixed pack plus boss encounter,"Review records audibility, dynamic range and cue attribution issues ; The changed behavior is exercised through the named production boundary, or explicitly classified as a contract/artifact-only task. ; Independent review checks the negative control and current integration applicability.",An isolated sound preview cannot prove the combat mix works,VG-GOV-001 ; VG-SOUND-004 ; VG-SOUND-005 ; VG-ENEMY-007 ; VG-QA-004,native/audio/runtime/score-one-dense-combat-mix.hpp ; native/tests/roadmap/sound-007_contract_test.cpp,native/CMakeLists.txt ; native/client/main.cpp,
VG-SOUND-008,Add one music state transition,SOUND,Audio engineer / sound designer,G3,P1,DRAFT,B,Implement exploration/combat/recovery transitions for approved music,"Phase changes transition cleanly with explicit restart and mute behavior ; The changed behavior is exercised through the named production boundary, or explicitly classified as a contract/artifact-only task. ; Independent review checks the negative control and current integration applicability.",Paused or unloaded scenes cannot leave competing music states active,VG-GOV-001 ; VG-SOUND-006 ; VG-STORY-007 ; VG-GOV-007,native/audio/runtime/add-one-music-state-transition.hpp ; native/tests/roadmap/sound-008_contract_test.cpp,native/CMakeLists.txt ; native/client/main.cpp,
VG-NET-001,Version the production snapshot contract,NET,Network engineer,G1,P0,DRAFT,C,Define an authenticated gameplay snapshot/delta surface to replace dev polling,"Contract names sequence, tick, entity lifetime and profile revision ; The changed behavior is exercised through the named production boundary, or explicitly classified as a contract/artifact-only task. ; Independent review checks the negative control and current integration applicability.",dev:state is not the required release synchronization API,VG-GOV-001 ; VG-CORE-006 ; VG-CORE-004,native/networking/replication/version-the-production-snapshot-contract.hpp ; native/tests/roadmap/net-001_contract_test.cpp,native/src/networking.cpp ; native/client/remote_session.cpp,
VG-NET-002,Implement input acknowledgement,NET,Network engineer,G2,P1,DRAFT,C,Stamp accepted inputs with sequence and authoritative tick,"Duplicate and out-of-window inputs are rejected without additional motion ; The changed behavior is exercised through the named production boundary, or explicitly classified as a contract/artifact-only task. ; Independent review checks the negative control and current integration applicability.",Packet replay cannot grant more simulation steps,VG-GOV-001 ; VG-NET-001 ; VG-CORE-003,native/networking/replication/implement-input-acknowledgement.hpp ; native/tests/roadmap/net-002_contract_test.cpp,native/src/networking.cpp ; native/client/remote_session.cpp,
VG-NET-003,Predict and reconcile local movement,NET,Network engineer,G2,P1,DRAFT,C,Add bounded non-authoritative prediction for the player actor,"Delayed acknowledgements converge without persistent position drift ; The changed behavior is exercised through the named production boundary, or explicitly classified as a contract/artifact-only task. ; Independent review checks the negative control and current integration applicability.","Prediction cannot authorize hits, pickups or extraction",VG-GOV-001 ; VG-NET-002 ; VG-MOVE-003,native/networking/replication/predict-and-reconcile-local-movement.hpp ; native/tests/roadmap/net-003_contract_test.cpp,native/src/networking.cpp ; native/client/remote_session.cpp,
